basisOfRecord,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,country,catalogNumber,institutionCode,locality,county,bio1_2041-2060,bio12_2041-2060
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.039356,71.68028,Gujarat,India,OBS1601121549,CLO,"Padhiyarka/Doliya Road, Madhiya, Gujarat, IN (21.039, 71.68)",Bhavnagar,28.1,718.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.353984,77.00077,Tamil Nadu,India,OBS1601122276,CLO,"Gandhavayal, Near Lingapuram, Sirumugai",Coimbatore,28.0,738.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.928853,76.75699,Tamil Nadu,India,OBS1601122297,CLO,Perumal Kovil Pathy,Coimbatore,26.2,1510.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601122408,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,27.3,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601122480,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,27.3,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601122552,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,27.3,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.876259,73.872505,Gujarat,India,OBS1601122800,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.08817,71.84367,Gujarat,India,OBS1601123947,CLO,Nikol Bandhara,Bhavnagar,28.0,772.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.133139,72.40304,Gujarat,India,OBS1601125111,CLO,Thol Bird Sanctuary,Mehsana,27.8,1001.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.400856,73.99427,Maharashtra,India,OBS1601125742,CLO,Jadhavwadi,Pune,24.8,769.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.932179,76.73556,Tamil Nadu,India,OBS1601125948,CLO,Nallur Vayal,Coimbatore,25.4,1713.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.98411,77.12488,Tamil Nadu,India,OBS1601127485,CLO,Kannampalyam grasslands,Coimbatore,27.6,722.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.942654,77.22047,Tamil Nadu,India,OBS1601127504,CLO,Palladam Puliampatti scrub land,Tiruppur,27.6,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.700874,74.29543,Gujarat,India,OBS1601128182,CLO,Auto selected,Dahod,26.5,1031.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.841154,73.915085,Gujarat,India,OBS1601128482,CLO,Auto selected,Dahod,27.2,1256.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.85492,72.884964,Gujarat,India,OBS1601128535,CLO,Sultanpur Wetland,Navsari,27.7,1886.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.530665,76.68046,Kerala,India,OBS1601129573,CLO,Nelliyampathy,Palakkad,22.8,2733.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.666276,76.117035,Kerala,India,OBS1601132682,CLO,"Muttil North, Kerala, IN (11.666, 76.117)",Wayanad,23.9,3070.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,9.863659,78.13522,Tamil Nadu,India,OBS1601133829,CLO,Samanatham Tank,Madurai,29.8,838.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.889675,73.86884,Gujarat,India,OBS1601135293,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.744991,72.12894,Gujarat,India,OBS1601137812,CLO,Victoria Park,Bhavnagar,28.1,811.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601146082,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.806988,76.09035,Kerala,India,OBS1601147924,CLO,"Pattikkayal,Thrithala",Palakkad,28.6,2845.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.591224,76.45869,Kerala,India,OBS1601151884,CLO,"Padur, Kerala, IN (10.591, 76.459)",Palakkad,28.5,2666.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.098099,77.02772,Tamil Nadu,India,OBS1601152990,CLO,Vazhiampalayam,Coimbatore,27.5,754.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.098099,77.02772,Tamil Nadu,India,OBS1601159375,CLO,Vazhiampalayam,Coimbatore,27.5,754.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.812061,72.893974,Gujarat,India,OBS1601160141,CLO,Vadi Lake,Navsari,27.8,1914.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.414833,74.87666,Karnataka,India,OBS1601162279,CLO,Kalakeri ಕಲಕೇರಿ,Dharwad,25.2,1128.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.515221,73.892494,Goa,India,OBS1601162296,CLO,Divar Island,North Goa,28.4,2748.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.841154,73.915085,Gujarat,India,OBS1601165517,CLO,Auto selected,Dahod,27.2,1256.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.889675,73.86884,Gujarat,India,OBS1601165524,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.876259,73.872505,Gujarat,India,OBS1601165535,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.700874,74.29543,Gujarat,India,OBS1601167902,CLO,Auto selected,Dahod,26.5,1031.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.799524,74.33671,Gujarat,India,OBS1601168039,CLO,"Chandwana, Gujarat, IN (22.8, 74.337)",Dahod,26.7,1043.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.889675,73.86884,Gujarat,India,OBS1601169782,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.876259,73.872505,Gujarat,India,OBS1601169793,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.1249,72.6474,Gujarat,India,OBS1601171061,CLO,"Karai Siphon, narmada Canal,Gandhinagar",Gandhinagar,28.0,1069.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.628,75.031,Rajasthan,India,OBS1601171452,CLO,"University Road, Bandar Seendri, Rajasthan, IN (26.628, 75.031)",Ajmer,26.2,574.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,19.163654,77.3928,Maharashtra,India,OBS1601176445,CLO,Trikut,Nanded,27.9,1022.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.418012,74.88118,Karnataka,India,OBS1601185249,CLO,Kalkeri,Dharwad,25.2,1137.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.9659,73.37647,Rajasthan,India,OBS1601185592,CLO,Jorbeer Vulture Conservation Centre,Bikaner,27.5,356.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.535204,77.180756,Delhi,India,OBS1601189189,CLO,Sanjay Van,South Delhi,25.4,834.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.523012,73.80612,Maharashtra,India,OBS1601189225,CLO,Mhatoba hill,Pune,25.6,963.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.772379,72.59907,Gujarat,India,OBS1601196572,CLO,Bherai Wetland,Kheda,27.7,1081.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.492435,73.55902,Gujarat,India,OBS1601200126,CLO,Vadatalav Lake,Panchmahal,27.5,1383.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.1646,76.73411,Karnataka,India,OBS1601200951,CLO,Hulimavu Gudda  ಹುಳಿಮಾವು ಗುಡ್ಡ,Mysuru,25.8,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.535204,77.180756,Delhi,India,OBS1601203475,CLO,Sanjay Van,South Delhi,25.4,834.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.340283,76.76703,Karnataka,India,OBS1601206237,CLO,"Unnamed Road, Mysuru, Karnataka, IN (12.34, 76.767)",Mysuru,25.9,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.463833,76.88938,Haryana,India,OBS1601207389,CLO,Sultanpur National Park,Gurugram,25.4,724.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.598087,72.096146,Gujarat,India,OBS1601207656,CLO,Khokhla Talav,Patan,28.0,845.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.530665,76.68046,Kerala,India,OBS1601209984,CLO,Nelliyampathy,Palakkad,22.8,2733.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.314507,77.865776,Telangana,India,OBS1601219599,CLO,"Ananthagiri Hills, Vikarabad",Vikarabad,27.2,901.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.039356,71.68028,Gujarat,India,OBS1601219674,CLO,"Padhiyarka/Doliya Road, Madhiya, Gujarat, IN (21.039, 71.68)",Bhavnagar,28.1,718.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.08817,71.84367,Gujarat,India,OBS1601219721,CLO,Nikol Bandhara,Bhavnagar,28.0,772.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.562633,77.460785,Karnataka,India,OBS1601225905,CLO,"Mavathur Kere, Kanakapura",Ramanagara,26.0,765.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601229879,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.03547,71.7457,Gujarat,India,OBS1601230213,CLO,"Vulture Count, Mahuva, Gujarat, IN (21.035, 71.746)",Bhavnagar,28.1,731.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.419594,69.009514,Gujarat,India,OBS1601233883,CLO,Mithapur (Tata Chemicals) Township,Devbhumi Dwarka,27.6,336.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.314507,77.865776,Telangana,India,OBS1601257744,CLO,"Ananthagiri Hills, Vikarabad",Vikarabad,27.2,901.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.314507,77.865776,Telangana,India,OBS1601270397,CLO,"Ananthagiri Hills, Vikarabad",Vikarabad,27.2,901.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.65064,78.25514,Uttar Pradesh,India,OBS1601294334,CLO,"Nagla Kanch , Rati Ka Nagla Wetland",Hathras,25.4,917.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.415405,75.0055,Karnataka,India,OBS1601296407,CLO,Nuggikeri Kere ನುಗ್ಗಿಕೇರಿ ಕೆರೆ,Dharwad,25.4,1016.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.309858,69.15501,Gujarat,India,OBS1601299669,CLO,"Okhamandal, Devbhumi Dwarka IN-GJ 22.30986, 69.15500",Devbhumi Dwarka,27.6,362.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.515221,73.892494,Goa,India,OBS1601302676,CLO,Divar Island,North Goa,28.4,2748.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.554945,77.312325,Uttar Pradesh,India,OBS1601303211,CLO,Okhla Bird Sanctuary,Gautam Buddha Nagar,25.7,865.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.840939,76.67495,Kerala,India,OBS1601322097,CLO,"1st Stream Birding Patch, Ring road, Malampuzha",Palakkad,28.0,1952.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.562633,77.460785,Karnataka,India,OBS1601323211,CLO,"Mavathur Kere, Kanakapura",Ramanagara,26.0,765.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092543,79.79624,Tamil Nadu,India,OBS1601338496,CLO,"Unnamed Road, Udayayarkoil Pathy, Tamil Nadu, IN (11.093, 79.796)",Nagapattinam,29.3,1334.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.360064,73.133514,Gujarat,India,OBS1601361618,CLO,"Gujarat refinery township, vadodara",Vadodara,27.9,1167.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.1249,72.6474,Gujarat,India,OBS1601362139,CLO,"Karai Siphon, narmada Canal,Gandhinagar",Gandhinagar,28.0,1069.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.159622,72.65233,Gujarat,India,OBS1601362160,CLO,"Lavkush4,PDPU Road,Raysan,Gandhinagar,Gujarat",Gandhinagar,27.8,1056.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.155704,72.66579,Gujarat,India,OBS1601362209,CLO,"Pandit Deendayal Petroleum University Campus, Raysan",Gandhinagar,27.8,1056.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.841154,73.915085,Gujarat,India,OBS1601371034,CLO,Auto selected,Dahod,27.2,1256.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.859262,78.2189,Uttar Pradesh,India,OBS1601383917,CLO,Sheikha Jheel (IBA IN-UP-21),Aligarh,25.4,952.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.772379,72.59907,Gujarat,India,OBS1601397443,CLO,Bherai Wetland,Kheda,27.7,1081.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.139479,72.37758,Gujarat,India,OBS1601421765,CLO,"Thol Bird Sanctuary Road, Mehsana, Gujarat, IN (23.139, 72.378)",Mehsana,27.8,1001.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.135714,72.091805,Gujarat,India,OBS1601423154,CLO,"Unnamed Road, Valana, Gujarat, IN (23.136, 72.092)",Ahmedabad,28.3,892.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601436384,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,23.0,1504.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.139479,72.37758,Gujarat,India,OBS1601436570,CLO,"Thol Bird Sanctuary Road, Mehsana, Gujarat, IN (23.139, 72.378)",Mehsana,27.8,1001.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.1249,72.6474,Gujarat,India,OBS1601436950,CLO,"Karai Siphon, narmada Canal,Gandhinagar",Gandhinagar,28.0,1069.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.155704,72.66579,Gujarat,India,OBS1601436981,CLO,"Pandit Deendayal Petroleum University Campus, Raysan",Gandhinagar,27.8,1056.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.159622,72.65233,Gujarat,India,OBS1601437025,CLO,"Lavkush4,PDPU Road,Raysan,Gandhinagar,Gujarat",Gandhinagar,27.8,1056.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.309858,69.15501,Gujarat,India,OBS1601437495,CLO,"Okhamandal, Devbhumi Dwarka IN-GJ 22.30986, 69.15500",Devbhumi Dwarka,27.6,362.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.88563,72.85739,Gujarat,India,OBS1601437636,CLO,Aat gam to Dandi,Navsari,27.8,1772.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.841154,73.915085,Gujarat,India,OBS1601437712,CLO,Auto selected,Dahod,27.2,1256.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.889675,73.86884,Gujarat,India,OBS1601437719,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.876259,73.872505,Gujarat,India,OBS1601437730,CLO,Auto selected,Panchmahal,27.3,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.039356,71.68028,Gujarat,India,OBS1601437768,CLO,"Padhiyarka/Doliya Road, Madhiya, Gujarat, IN (21.039, 71.68)",Bhavnagar,28.1,718.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.85492,72.884964,Gujarat,India,OBS1601437854,CLO,Sultanpur Wetland,Navsari,27.7,1886.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.700874,74.29543,Gujarat,India,OBS1601437943,CLO,Auto selected,Dahod,26.5,1031.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.08817,71.84367,Gujarat,India,OBS1601437989,CLO,Nikol Bandhara,Bhavnagar,28.0,772.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.03547,71.7457,Gujarat,India,OBS1601438187,CLO,"Vulture Count, Mahuva, Gujarat, IN (21.035, 71.746)",Bhavnagar,28.1,731.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.799524,74.33671,Gujarat,India,OBS1601438462,CLO,"Chandwana, Gujarat, IN (22.8, 74.337)",Dahod,26.7,1043.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.924232,72.32534,Gujarat,India,OBS1601438534,CLO,"Fangdi, Gujarat, IN (22.924, 72.325)",Ahmedabad,27.7,982.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.777817,72.107735,Gujarat,India,OBS1601438793,CLO,Kumbharwada wetland,Bhavnagar,28.2,774.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.072046,71.79241,Gujarat,India,OBS1601438924,CLO,Malan Bandhara,Bhavnagar,27.9,748.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.375969,73.76885,Maharashtra,India,OBS1601468105,CLO,Sinhagad Valley,Pune,24.6,1287.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1601504857,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,25.4,1016.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1601510076,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,25.4,1016.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601535775,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,23.0,1504.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.302036,77.64973,Uttar Pradesh,India,OBS1601674527,CLO,"Unnamed Road, Uttar Pradesh, IN (27.302, 77.65)",Mathura,25.5,789.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.659885,77.9001,Rajasthan,India,OBS1601675139,CLO,National Chambal Sanctuary--Dhaulpur (RJ side),Dholpur,26.2,956.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.15927,77.52319,Rajasthan,India,OBS1601675334,CLO,Bharatpur Bird sanctuary,Bharatpur,25.6,831.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,8.870111,76.60141,Kerala,India,OBS1601682203,CLO,My home and surroundings,Kollam,28.6,2589.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.161905,77.5228,Rajasthan,India,OBS1601738351,CLO,Bharatpur--Keoladeo Ghana NP,Bharatpur,25.6,831.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.859262,78.2189,Uttar Pradesh,India,OBS1601756244,CLO,Sheikha Jheel (IBA IN-UP-21),Aligarh,25.4,952.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1601787816,CLO,Basavanagudda,Tumakuru,25.5,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.681745,76.527596,Kerala,India,OBS1601809156,CLO,Mattumala Hillock,Palakkad,28.6,2540.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.806988,76.09035,Kerala,India,OBS1601809857,CLO,"Pattikkayal,Thrithala",Palakkad,28.6,2845.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.280678,80.62371,Madhya Pradesh,India,OBS1601812173,CLO,Kanha NP--Kanha Zone,Mandla,24.3,1627.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1601816836,CLO,Basavanagudda,Tumakuru,25.5,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.20502,80.65625,Madhya Pradesh,India,OBS1601817855,CLO,Kanha,Balaghat,24.8,1618.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.177975,80.630714,Madhya Pradesh,India,OBS1601821263,CLO,Kanha TR--Sondar,Balaghat,24.8,1618.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.74001,77.32327,Karnataka,India,OBS1601828438,CLO,Jayamangali Blackbuck Conservation Reserve ಜಯಮಂಗಲಿ ಕೃಷ್ಣಮೃಗ ಸಂರಕ್ಷಣಾ ಪ್ರದೇಶ,Tumakuru,26.7,600.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.468718,78.29895,Telangana,India,OBS1601829381,CLO,"Unnamed Road, Nalagandla, Telangana, IN (17.469, 78.299)",Sangareddy,27.3,835.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601835402,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601835420,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.931282,71.979546,Gujarat,India,OBS1601838872,CLO,Bhaskarpura Wetland,Surendranagar,28.2,830.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601844385,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601844404,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.968592,76.72781,Karnataka,India,OBS1601851740,CLO,"BG Nagara, Karnataka, IN (12.969, 76.728)",Mandya,25.4,604.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.72093,76.41743,Maharashtra,India,OBS1601854068,CLO,"Gitta Rena Road, Ambajogai Rural, Maharashtra, IN (18.721, 76.417)",Beed,26.9,862.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.257805,74.593605,Karnataka,India,OBS1601855901,CLO,"Unnamed Road, Dandeli, Karnataka, IN (15.258, 74.594)",Uttara Kannada,25.5,1774.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.675874,78.22905,Tamil Nadu,India,OBS1601856059,CLO,"My New House Sight Ayothiapattinam, Tamil Nadu, IN (11.676, 78.229)",Salem,28.6,928.0
