basisOfRecord,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,country,catalogNumber,institutionCode,locality,county,bio1,bio12
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.08817,71.84367,Gujarat,India,OBS1601437989,CLO,Nikol Bandhara,Bhavnagar,27.141493,608.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.03547,71.7457,Gujarat,India,OBS1601438187,CLO,"Vulture Count, Mahuva, Gujarat, IN (21.035, 71.746)",Bhavnagar,27.276487,577.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.799524,74.33671,Gujarat,India,OBS1601438462,CLO,"Chandwana, Gujarat, IN (22.8, 74.337)",Dahod,26.303667,793.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.924232,72.32534,Gujarat,India,OBS1601438534,CLO,"Fangdi, Gujarat, IN (22.924, 72.325)",Ahmedabad,26.9895,720.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.777817,72.107735,Gujarat,India,OBS1601438793,CLO,Kumbharwada wetland,Bhavnagar,27.45,591.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.072046,71.79241,Gujarat,India,OBS1601438924,CLO,Malan Bandhara,Bhavnagar,27.034721,589.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.375969,73.76885,Maharashtra,India,OBS1601468105,CLO,Sinhagad Valley,Pune,23.631666,1255.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1601504857,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,24.1155,1072.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1601510076,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,24.1155,1072.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601535775,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,21.905333,1514.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.302036,77.64973,Uttar Pradesh,India,OBS1601674527,CLO,"Unnamed Road, Uttar Pradesh, IN (27.302, 77.65)",Mathura,25.258501,650.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.659885,77.9001,Rajasthan,India,OBS1601675139,CLO,National Chambal Sanctuary--Dhaulpur (RJ side),Dholpur,26.008,811.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.15927,77.52319,Rajasthan,India,OBS1601675334,CLO,Bharatpur Bird sanctuary,Bharatpur,25.339666,681.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,8.870111,76.60141,Kerala,India,OBS1601682203,CLO,My home and surroundings,Kollam,27.514584,2448.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.161905,77.5228,Rajasthan,India,OBS1601738351,CLO,Bharatpur--Keoladeo Ghana NP,Bharatpur,25.339666,681.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.859262,78.2189,Uttar Pradesh,India,OBS1601756244,CLO,Sheikha Jheel (IBA IN-UP-21),Aligarh,24.998833,821.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1601787816,CLO,Basavanagudda,Tumakuru,24.400333,630.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.681745,76.527596,Kerala,India,OBS1601809156,CLO,Mattumala Hillock,Palakkad,27.487,2566.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.806988,76.09035,Kerala,India,OBS1601809857,CLO,"Pattikkayal,Thrithala",Palakkad,27.4865,2918.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.280678,80.62371,Madhya Pradesh,India,OBS1601812173,CLO,Kanha NP--Kanha Zone,Mandla,23.707666,1454.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1601816836,CLO,Basavanagudda,Tumakuru,24.400333,630.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.20502,80.65625,Madhya Pradesh,India,OBS1601817855,CLO,Kanha,Balaghat,24.164833,1450.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.177975,80.630714,Madhya Pradesh,India,OBS1601821263,CLO,Kanha TR--Sondar,Balaghat,24.164833,1450.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.74001,77.32327,Karnataka,India,OBS1601828438,CLO,Jayamangali Blackbuck Conservation Reserve ಜಯಮಂಗಲಿ ಕೃಷ್ಣಮೃಗ ಸಂರಕ್ಷಣಾ ಪ್ರದೇಶ,Tumakuru,25.577833,594.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.468718,78.29895,Telangana,India,OBS1601829381,CLO,"Unnamed Road, Nalagandla, Telangana, IN (17.469, 78.299)",Sangareddy,26.324833,837.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601835402,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601835420,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.931282,71.979546,Gujarat,India,OBS1601838872,CLO,Bhaskarpura Wetland,Surendranagar,27.452667,612.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601844385,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601844404,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.968592,76.72781,Karnataka,India,OBS1601851740,CLO,"BG Nagara, Karnataka, IN (12.969, 76.728)",Mandya,24.2575,595.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.72093,76.41743,Maharashtra,India,OBS1601854068,CLO,"Gitta Rena Road, Ambajogai Rural, Maharashtra, IN (18.721, 76.417)",Beed,25.893333,842.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.257805,74.593605,Karnataka,India,OBS1601855901,CLO,"Unnamed Road, Dandeli, Karnataka, IN (15.258, 74.594)",Uttara Kannada,24.223167,1976.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.675874,78.22905,Tamil Nadu,India,OBS1601856059,CLO,"My New House Sight Ayothiapattinam, Tamil Nadu, IN (11.676, 78.229)",Salem,27.602167,910.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.039701,73.33056,Rajasthan,India,OBS1601856134,CLO,Lalgarh Palace Garden,Bikaner,26.564833,303.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.353984,77.00077,Tamil Nadu,India,OBS1601859515,CLO,"Gandhavayal, Near Lingapuram, Sirumugai",Coimbatore,26.874166,729.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1601861111,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.164393,77.785095,Tamil Nadu,India,OBS1601864887,CLO,vengadasthirikottai,Dindigul,28.139668,756.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.046,76.668,Karnataka,India,OBS1601865512,CLO,"Muddahalli, Nanjangud Taluka ಮುದ್ದಹಳ್ಳಿ",Mysuru,24.717667,700.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601865808,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.277445,76.95911,Tamil Nadu,India,OBS1601866568,CLO,Madheswaran Hills Grassland,Coimbatore,26.754168,742.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.353984,77.00077,Tamil Nadu,India,OBS1601866668,CLO,"Gandhavayal, Near Lingapuram, Sirumugai",Coimbatore,26.874166,729.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.932179,76.73556,Tamil Nadu,India,OBS1601870028,CLO,Nallur Vayal,Coimbatore,24.292,1724.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.986505,76.90653,Tamil Nadu,India,OBS1601870051,CLO,Kolarampathy Lake,Coimbatore,25.892834,1051.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.928853,76.75699,Tamil Nadu,India,OBS1601870739,CLO,Perumal Kovil Pathy,Coimbatore,25.087,1513.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601870893,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,26.214167,924.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601870965,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,26.214167,924.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601871037,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,26.214167,924.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.424956,76.65703,Karnataka,India,OBS1601875793,CLO,Ranganathittu Bird Sanctuary ರಂಗನತಿಟ್ಟು ಪಕ್ಷಿಧಾಮ,Mandya,24.347,689.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.05389,72.79072,Gujarat,India,OBS1601882064,CLO,"Gamanpur, Gujarat, IN (24.054, 72.791)",Mehsana,26.6355,727.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.030794,72.70592,Gujarat,India,OBS1601882067,CLO,"Unnamed Road, Umrecha, Gujarat, IN (24.031, 72.706)",Mehsana,26.426167,712.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.039701,73.33056,Rajasthan,India,OBS1601883992,CLO,Lalgarh Palace Garden,Bikaner,26.564833,303.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.9659,73.37647,Rajasthan,India,OBS1601884005,CLO,Jorbeer Vulture Conservation Centre,Bikaner,26.4605,299.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.796604,74.43263,Rajasthan,India,OBS1601884031,CLO,Tal Chhapar Sanctuary,Churu,25.732834,368.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.053942,72.52776,Gujarat,India,OBS1601886451,CLO,"11, Manichandra part 2, Memnagar, Ahmedabad IN-GJ 23.05394, 72.52776",Ahmedabad,27.411499,761.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.14865,77.4879,Karnataka,India,OBS1601891694,CLO,Hessaraghatta Kere,Bengaluru Urban,24.011667,792.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.934119,75.38158,Kerala,India,OBS1601892401,CLO,Kattampally,Kannur,27.307575,3556.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1601895748,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,27.383,2949.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.080853,77.34194,Tamil Nadu,India,OBS1601900262,CLO,LRG Govt Arts College for Women,Tiruppur,27.1365,588.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.366627,79.19127,Uttarakhand,India,OBS1601900431,CLO,"Kiari Uttarakhand, IN (29.367, 79.191)",Nainital,23.7025,1768.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.084784,76.06394,Rajasthan,India,OBS1601903014,CLO,Anopura Resort,Jaipur,24.828667,644.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.598087,72.096146,Gujarat,India,OBS1601906761,CLO,Khokhla Talav,Patan,27.1825,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1601911830,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,27.295334,753.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.084784,76.06394,Rajasthan,India,OBS1601912137,CLO,Anopura Resort,Jaipur,24.828667,644.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.811449,77.736626,Karnataka,India,OBS1601913197,CLO,"Bengaluru, Karnataka, IN (12.811, 77.737)",Bengaluru Urban,23.873833,787.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.66236,89.51512,West Bengal,India,OBS1601913687,CLO,"Kalchini, West Bengal, IN (26.662, 89.515)",Alipurduar,24.702,3347.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.9659,73.37647,Rajasthan,India,OBS1601915349,CLO,Jorbeer Vulture Conservation Centre,Bikaner,26.4605,299.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.355007,73.50398,Gujarat,India,OBS1601916509,CLO,"Unnamed Road, Galiya Danti, Gujarat, IN (23.355, 73.504)",Aravalli,26.9135,819.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.53658,89.743324,West Bengal,India,OBS1601922660,CLO,"Narathali WT, Alipurduar, West Bengal, IN (26.537, 89.743)",Alipurduar,24.822166,3226.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601922981,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,21.905333,1514.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.811449,77.736626,Karnataka,India,OBS1601925652,CLO,"Bengaluru, Karnataka, IN (12.811, 77.737)",Bengaluru Urban,23.873833,787.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.941661,77.50878,Karnataka,India,OBS1601925758,CLO,Bangalore University Campus,Bengaluru Urban,24.444334,816.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601926033,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,21.905333,1514.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.630945,72.82734,Rajasthan,India,OBS1601928503,CLO,Mt. Abu Wildlife Sanctuary,Sirohi,22.8955,1106.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.831606,88.344505,West Bengal,India,OBS1601928836,CLO,Mahananda WLS--Rongtong and Shivakhola Forest,Darjeeling,24.268667,3461.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.12933,72.64532,Gujarat,India,OBS1601931896,CLO,Karai near Sabarmati river,Gandhinagar,27.145666,745.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.353984,77.00077,Tamil Nadu,India,OBS1601932532,CLO,"Gandhavayal, Near Lingapuram, Sirumugai",Coimbatore,26.874166,729.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.077065,76.8238,Tamil Nadu,India,OBS1601932544,CLO,"Pathanjalipuri Road, Thadagam R.F., Tamil Nadu, IN (11.077, 76.824)",Coimbatore,21.905333,1514.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.552702,78.16237,Madhya Pradesh,India,OBS1601932889,CLO,"Suplai, Madhya Pradesh, IN (22.553, 78.162)",Narmadapuram,25.858166,1297.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.057137,76.84923,Tamil Nadu,India,OBS1601934351,CLO,Anuvavi Murugan Temple,Coimbatore,24.035667,1188.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.934534,76.72377,Tamil Nadu,India,OBS1601935348,CLO,"Nandankarai Check Dam, Sadivayal",Coimbatore,24.292,1724.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.694769,72.824844,Gujarat,India,OBS1601937671,CLO,Sapteshwar Mahadev Temple,Sabarkantha,26.725332,656.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.243176,80.4842,Uttar Pradesh,India,OBS1601938769,CLO,"Narwal, Kanpur Nagar IN-UP 26.24318, 80.48420",Kanpur Nagar,25.629168,955.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.84253,70.54604,Rajasthan,India,OBS1601939136,CLO,Desert NP--Sam Sand Dunes,Jaisalmer,27.185333,176.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601942580,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.792345,72.02314,Gujarat,India,OBS1601944186,CLO,Nalsarovar Bird Sanctuary,Surendranagar,26.998,611.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.018031,76.81006,Tamil Nadu,India,OBS1601946207,CLO,Kuppepalayam,Coimbatore,24.404333,1346.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.910437,75.17161,Rajasthan,India,OBS1601946455,CLO,Sambhar Lake,Jaipur,25.508167,451.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.417269,79.13346,Uttarakhand,India,OBS1601946694,CLO,Ramnagar--Kosi River,Nainital,23.432833,1766.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.872162,78.56397,Uttar Pradesh,India,OBS1601946756,CLO,Chambal Safari Lodge,Agra,25.5925,840.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.567358,73.83881,Goa,India,OBS1601949056,CLO,Socorro Plateau,North Goa,27.1455,3219.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.567358,73.83881,Goa,India,OBS1601959269,CLO,Socorro Plateau,North Goa,27.1455,3219.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.587985,78.70893,Tamil Nadu,India,OBS1601962908,CLO,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,Salem,28.476665,937.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.355007,73.50398,Gujarat,India,OBS1601965108,CLO,"Unnamed Road, Galiya Danti, Gujarat, IN (23.355, 73.504)",Aravalli,26.9135,819.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601966019,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601966605,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,26.214167,924.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1601966652,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,26.214167,924.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1601966793,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.102837,76.781876,Tamil Nadu,India,OBS1601966860,CLO,"Anaikatti Road, Anaikatti, Tamil Nadu, IN (11.103, 76.782)",Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1601966887,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.272448,75.69445,Karnataka,India,OBS1601971019,CLO,"Unnamed Road, Herkal, Karnataka, IN (16.272, 75.694)",Bagalkote,25.3895,701.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.272448,75.69445,Karnataka,India,OBS1601971031,CLO,"Unnamed Road, Herkal, Karnataka, IN (16.272, 75.694)",Bagalkote,25.3895,701.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1601976602,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,27.295334,753.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.337679,77.6191,Uttar Pradesh,India,OBS1601978151,CLO,Dhanauri Wetlands -- Dhanauri Kalan East,Gautam Buddha Nagar,24.771833,767.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.527891,73.81746,Maharashtra,India,OBS1601978903,CLO,ARAI Hills (Vetal Tekdi),Pune,24.601334,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.056518,78.68389,Tamil Nadu,India,OBS1601982314,CLO,Puthanampatti,Tiruchirappalli,28.855167,788.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.057137,76.84923,Tamil Nadu,India,OBS1601992380,CLO,Anuvavi Murugan Temple,Coimbatore,24.035667,1188.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.478102,77.14507,Delhi,India,OBS1601995846,CLO,Gobind Sadan Bio-Diversity Park,South Delhi,24.799833,702.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.321327,78.39244,Telangana,India,OBS1601996634,CLO,Indian Institute of Rice Research,Ranga Reddy,26.383333,752.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.535204,77.180756,Delhi,India,OBS1601997807,CLO,Sanjay Van,South Delhi,24.947666,717.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1601997830,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.418056,77.85555,Tamil Nadu,India,OBS1602000330,CLO,"Aiyur Forest Rest House, Cauvery WLS",Krishnagiri,23.908667,785.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.598087,72.096146,Gujarat,India,OBS1602001359,CLO,Khokhla Talav,Patan,27.1825,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.101599,76.76491,Tamil Nadu,India,OBS1602002408,CLO,"Anaikatti, Coimbatore",Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.482283,77.92033,Telangana,India,OBS1602003087,CLO,Ramnathgudepalle Grassland,Vikarabad,26.146833,923.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.841862,69.74611,Gujarat,India,OBS1602004573,CLO,Barda WLS--Kileshwar Temple,Devbhumi Dwarka,25.267834,809.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,25.335861,82.98626,Uttar Pradesh,India,OBS1602006080,CLO,TAJ GANGES VARANASI,Varanasi,26.427,1040.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.251438,77.65229,Tamil Nadu,India,OBS1602008102,CLO,"Vellode Bird Sanctuary, Erode",Erode,27.619667,669.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.149134,80.663315,Madhya Pradesh,India,OBS1602008248,CLO,"Manjitola, Madhya Pradesh, IN (22.149, 80.663)",Balaghat,24.36,1452.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.959253,69.337585,Gujarat,India,OBS1602008929,CLO,"Mandvi - Sherdi Road, Bhadai Moti, Gujarat, IN (22.959, 69.338)",Kachchh,26.790167,467.0
